# time	 data
1.260000000000000009e+00	2.866240161757497518e+00
1.280000000000000027e+00	2.970118227595869076e+00
1.300000000000000044e+00	4.249980541824006863e+00
1.320000000000000062e+00	2.944728301841013529e+00
1.340000000000000080e+00	2.730463094076552188e+00
1.360000000000000098e+00	3.413904038159234933e+00
1.380000000000000115e+00	3.829302412558968083e+00
1.400000000000000133e+00	3.524560672939291539e+00
1.419999999999999929e+00	3.085999701553972852e+00
1.439999999999999947e+00	3.672076041285791792e+00
1.459999999999999964e+00	2.943067790972219822e+00
1.479999999999999982e+00	3.369873511515188547e+00
1.500000000000000000e+00	3.387354711321866940e+00
1.520000000000000018e+00	3.498279743237879380e+00
1.540000000000000036e+00	2.781856760546791651e+00
1.560000000000000053e+00	3.086220507778396183e+00
1.580000000000000071e+00	4.080721713920425486e+00
1.600000000000000089e+00	3.149895030153120778e+00
1.620000000000000107e+00	3.480513827600343557e+00
1.640000000000000124e+00	2.303114079111477697e+00
1.660000000000000142e+00	2.686851591061347300e+00
1.679999999999999938e+00	2.934995587650247373e+00
1.699999999999999956e+00	3.475481303282032197e+00
1.719999999999999973e+00	3.249410210598843829e+00
1.739999999999999991e+00	3.528474098813708437e+00
1.760000000000000009e+00	3.410046382509041241e+00
1.780000000000000027e+00	2.281852871478535771e+00
1.800000000000000044e+00	1.565118706908272372e+00
1.820000000000000062e+00	2.706159546980758002e+00
1.840000000000000080e+00	3.462726735261740352e+00
1.860000000000000098e+00	1.984309744292350519e+00
1.880000000000000115e+00	4.280980525456767438e+00
1.900000000000000133e+00	3.879479328250527992e+00
1.919999999999999929e+00	2.617116254906745709e+00
1.939999999999999947e+00	2.115659829277764636e+00
1.959999999999999964e+00	2.301959620145484831e+00
1.979999999999999982e+00	2.301179500268641931e+00
2.000000000000000000e+00	3.204804905745785248e+00
2.020000000000000018e+00	1.493309013043563116e+00
2.040000000000000036e+00	1.648071301855548398e+00
2.060000000000000053e+00	2.508169110866834917e+00
2.080000000000000071e+00	2.081463181713951727e+00
2.100000000000000089e+00	2.991272029689961975e+00
2.120000000000000107e+00	3.069263280504063829e+00
2.140000000000000124e+00	2.518001296986866144e+00
2.160000000000000142e+00	2.875906283255798890e+00
2.180000000000000160e+00	1.774977412251225850e+00
2.200000000000000178e+00	1.400424604734981315e+00
2.220000000000000195e+00	2.520507845121622736e+00
2.240000000000000213e+00	2.457631639011005120e+00
2.260000000000000231e+00	3.304724876962958469e+00
2.280000000000000249e+00	2.883358981424872347e+00
2.300000000000000266e+00	2.210473959334766647e+00
2.319999999999999840e+00	1.570155415365757978e+00
2.339999999999999858e+00	2.287161201633439944e+00
2.359999999999999876e+00	2.688050966461483782e+00
2.379999999999999893e+00	1.145746968579268943e+00
2.399999999999999911e+00	2.579190742787626167e+00
2.419999999999999929e+00	1.641308823133814432e+00
2.439999999999999947e+00	1.810731345790021152e+00
2.459999999999999964e+00	2.290948618896230471e+00
2.479999999999999982e+00	1.871570530770161334e+00
2.500000000000000000e+00	1.566912291376420185e+00
2.520000000000000018e+00	2.693774243947098412e+00
2.540000000000000036e+00	1.786940416685969701e+00
2.560000000000000053e+00	2.200778100370736734e+00
2.580000000000000071e+00	2.249778914874430935e+00
2.600000000000000089e+00	2.005125798380133162e+00
2.620000000000000107e+00	1.569033937113704313e+00
2.640000000000000124e+00	1.703280129463174530e+00
2.660000000000000142e+00	2.464092594485946641e+00
2.680000000000000160e+00	2.118917747088913117e+00
2.700000000000000178e+00	1.763960819146331849e+00
2.720000000000000195e+00	1.275652907220071519e+00
2.740000000000000213e+00	1.270449632675273000e+00
2.760000000000000231e+00	1.476696345004798072e+00
2.780000000000000249e+00	2.060932735045143627e+00
2.800000000000000266e+00	7.887702687142491564e-01
2.819999999999999840e+00	1.385265898731341982e+00
2.839999999999999858e+00	6.357577743069046106e-01
2.859999999999999876e+00	2.335075270492737332e+00
2.879999999999999893e+00	1.771353902171560746e+00
2.899999999999999911e+00	1.689993110216663652e+00
2.919999999999999929e+00	1.122727846580501954e+00
2.939999999999999947e+00	1.761448766017698730e+00
2.959999999999999964e+00	1.776642830599947098e+00
2.979999999999999982e+00	9.340392556190950657e-01
3.000000000000000000e+00	6.916527274032177042e-01
3.020000000000000018e+00	9.325237099134889851e-01
3.040000000000000036e+00	1.292429301581908607e+00
3.060000000000000053e+00	1.360235737415182777e+00
3.080000000000000071e+00	2.072072073937095027e+00
3.100000000000000089e+00	1.534177154766281248e+00
3.120000000000000107e+00	2.584652069310559686e+00
3.140000000000000124e+00	1.184351174765481352e+00
3.160000000000000142e+00	1.879297816985827208e+00
3.180000000000000160e+00	1.809219616070456560e+00
3.200000000000000178e+00	9.906417302204781894e-01
3.220000000000000195e+00	5.906236180469930375e-01
3.240000000000000213e+00	1.245772037984830716e+00
3.260000000000000231e+00	5.164879773518799011e-01
3.280000000000000249e+00	1.738633890970554541e+00
3.300000000000000266e+00	1.100402826568128933e+00
3.320000000000000284e+00	1.859543772798881278e+00
3.339999999999999858e+00	1.415233371108252536e+00
3.359999999999999876e+00	1.177175958548295487e+00
3.379999999999999893e+00	9.163039593910534686e-01
3.399999999999999911e+00	1.357013630453114850e+00
3.419999999999999929e+00	1.143892124758141726e+00
3.439999999999999947e+00	1.510973768328953470e+00
3.459999999999999964e+00	1.158001573436445497e+00
3.479999999999999982e+00	1.380812000190152267e+00
3.500000000000000000e+00	1.744230510912431420e+00
3.520000000000000018e+00	1.698715462013214550e+00
3.540000000000000036e+00	1.122341908680101419e+00
3.560000000000000053e+00	1.502498747345140107e+00
3.580000000000000071e+00	1.969999780783907362e+00
3.600000000000000089e+00	1.778254428055551006e+00
3.620000000000000107e+00	1.657194996362989725e+00
3.640000000000000124e+00	2.541227835915878419e+00
3.660000000000000142e+00	1.736660102591496280e+00
3.680000000000000160e+00	2.044084180709471621e+00
3.700000000000000178e+00	1.314927104740231112e+00
3.720000000000000195e+00	2.198845011775158120e+00
3.740000000000000213e+00	1.544031207734891442e+00
3.760000000000000231e+00	1.124192749231808008e+00
3.780000000000000249e+00	2.257890386538363270e+00
3.800000000000000266e+00	2.431529305346158853e+00
3.820000000000000284e+00	1.845171561879260791e+00
3.839999999999999858e+00	1.463343623692939355e+00
3.859999999999999876e+00	1.850133802389208881e+00
3.879999999999999893e+00	1.747676274482624414e+00
3.899999999999999911e+00	2.238489666960536972e+00
3.919999999999999929e+00	1.966684981056101122e+00
3.939999999999999947e+00	1.961318727610687151e+00
3.959999999999999964e+00	1.949701052099594545e+00
3.979999999999999982e+00	1.917793448372568488e+00
4.000000000000000000e+00	1.556976566681436136e+00
4.020000000000000462e+00	2.420298361722561076e+00
4.040000000000000036e+00	1.485255048017152024e+00
4.060000000000000497e+00	2.037646329746157114e+00
4.080000000000000071e+00	2.209760394687770191e+00
4.099999999999999645e+00	1.489089852443830519e+00
4.120000000000000107e+00	2.640644472553149491e+00
4.139999999999999680e+00	1.889407882474740230e+00
4.160000000000000142e+00	2.845975468357833105e+00
4.179999999999999716e+00	2.350346058015614581e+00
4.200000000000000178e+00	2.527812258249137134e+00
4.219999999999999751e+00	3.428908774252015235e+00
4.240000000000000213e+00	2.623877887926113761e+00
4.259999999999999787e+00	3.228564412862506394e+00
4.280000000000000249e+00	3.492206073004873623e+00
4.299999999999999822e+00	2.874558541422743474e+00
4.320000000000000284e+00	3.093278910357101008e+00
4.339999999999999858e+00	3.098977781782655150e+00
4.360000000000000320e+00	2.015167221920148855e+00
4.379999999999999893e+00	2.017276848891246477e+00
4.400000000000000355e+00	2.585527473769286377e+00
4.419999999999999929e+00	2.790478687618284770e+00
4.440000000000000391e+00	3.333028388933028108e+00
4.459999999999999964e+00	3.019468759215655940e+00
4.480000000000000426e+00	3.028192294217970648e+00
4.500000000000000000e+00	3.388642042637977081e+00
4.520000000000000462e+00	1.992108659967264384e+00
4.540000000000000036e+00	3.112639495287669700e+00
4.560000000000000497e+00	1.835500684055493270e+00
4.580000000000000071e+00	3.258722832971804539e+00
4.600000000000000533e+00	3.487063954210398276e+00
4.620000000000000107e+00	2.462696296745086055e+00
4.639999999999999680e+00	3.674723363901532203e+00
4.660000000000000142e+00	2.613611454365789122e+00
4.679999999999999716e+00	2.796762965628764253e+00
4.700000000000000178e+00	3.298294425264945762e+00
4.719999999999999751e+00	2.295733583671535794e+00
4.740000000000000213e+00	2.704123880125372192e+00
4.759999999999999787e+00	2.728575701042617929e+00
4.780000000000000249e+00	4.407845079934488375e+00
4.799999999999999822e+00	2.821840371453262275e+00
4.820000000000000284e+00	3.876197317385110974e+00
4.839999999999999858e+00	2.695096362865474937e+00
4.860000000000000320e+00	3.225081817069156642e+00
4.879999999999999893e+00	2.947279017320928673e+00
4.900000000000000355e+00	2.698984333790101608e+00
4.919999999999999929e+00	2.942649146589724651e+00
4.940000000000000391e+00	3.018598953964677811e+00
4.959999999999999964e+00	2.816174673799995976e+00
4.980000000000000426e+00	3.323635061616447395e+00
5.000000000000000000e+00	3.584784490859355355e+00
5.020000000000000462e+00	3.705322843911575958e+00
5.040000000000000036e+00	3.174902736654489299e+00
5.060000000000000497e+00	3.760638954327499839e+00
5.080000000000000071e+00	3.963735393435134036e+00
5.100000000000000533e+00	4.275800742087785267e+00
5.120000000000000107e+00	3.912153701200241862e+00
5.139999999999999680e+00	4.187059409834288815e+00
5.160000000000000142e+00	3.385644208729591043e+00
5.179999999999999716e+00	3.888325878829929305e+00
5.200000000000000178e+00	3.874020063150976689e+00
5.219999999999999751e+00	3.676990514703032620e+00
5.240000000000000213e+00	3.047810077313765742e+00
5.259999999999999787e+00	4.169501177789232571e+00
5.280000000000000249e+00	2.865366685111711664e+00
5.299999999999999822e+00	3.614225612525501674e+00
5.320000000000000284e+00	2.664840748473097598e+00
5.339999999999999858e+00	3.786042657289185431e+00
5.360000000000000320e+00	3.508504541950579370e+00
5.379999999999999893e+00	3.013505960747908663e+00
5.400000000000000355e+00	2.811524710547492312e+00
5.419999999999999929e+00	2.977424768119059095e+00
5.440000000000000391e+00	3.861958921343950024e+00
5.459999999999999964e+00	3.634004729515908139e+00
5.480000000000000426e+00	3.190920503216411408e+00
5.500000000000000000e+00	2.991003360063936967e+00
5.520000000000000462e+00	2.933938171361330394e+00
5.540000000000000036e+00	2.408901373053694339e+00
5.560000000000000497e+00	3.049916850365431920e+00
5.580000000000000071e+00	3.317924986747355920e+00
5.600000000000000533e+00	3.087987694254584525e+00
5.620000000000000107e+00	3.571196867399720976e+00
5.639999999999999680e+00	2.883468493374583996e+00
5.660000000000000142e+00	3.813588370633130609e+00
5.679999999999999716e+00	3.544612191213720287e+00
5.700000000000000178e+00	3.910875184235575563e+00
5.719999999999999751e+00	2.614865274255643524e+00
5.740000000000000213e+00	2.658911824203092245e+00
5.759999999999999787e+00	3.167873509358221540e+00
5.780000000000000249e+00	3.054785894206443864e+00
5.799999999999999822e+00	3.307665198384235339e+00
5.820000000000000284e+00	4.137985714550209693e+00
5.839999999999999858e+00	3.238981744991430212e+00
5.860000000000000320e+00	3.032652600036530366e+00
5.879999999999999893e+00	2.423067902393675865e+00
5.900000000000000355e+00	2.839750137236112248e+00
5.919999999999999929e+00	3.091892552779897496e+00
5.940000000000000391e+00	2.981112987757974064e+00
5.959999999999999964e+00	3.091379695179567122e+00
5.980000000000000426e+00	3.425839340328491911e+00
6.000000000000000000e+00	3.939775688206561988e+00
6.020000000000000462e+00	2.730621530847064271e+00
6.040000000000000036e+00	2.613494720015209438e+00
6.060000000000000497e+00	2.423142962673913381e+00
6.080000000000000071e+00	2.700186021278026427e+00
6.100000000000000533e+00	3.092105005861284006e+00
6.120000000000000107e+00	3.038927542734671583e+00
6.140000000000000568e+00	3.028924066302673079e+00
6.160000000000000142e+00	2.153427469634899172e+00
6.179999999999999716e+00	2.955811011665959498e+00
6.200000000000000178e+00	1.797102580709544206e+00
6.219999999999999751e+00	2.071030813174060459e+00
6.240000000000000213e+00	3.610213816189295599e+00
6.259999999999999787e+00	2.952078042514897582e+00
6.280000000000000249e+00	1.734227796034301550e+00
6.299999999999999822e+00	1.972329004603913916e+00
6.320000000000000284e+00	2.680625299046004884e+00
6.339999999999999858e+00	2.549037580320436369e+00
6.360000000000000320e+00	1.798899611208228055e+00
6.379999999999999893e+00	2.907316319809378324e+00
6.400000000000000355e+00	2.616366575770967540e+00
6.419999999999999929e+00	2.507541682532218985e+00
6.440000000000000391e+00	3.067847383191792066e+00
6.459999999999999964e+00	2.525861505619538594e+00
6.480000000000000426e+00	2.270877461736527270e+00
6.500000000000000000e+00	2.201987920691503842e+00
6.520000000000000462e+00	2.204171875012054471e+00
6.540000000000000036e+00	1.875648318670730452e+00
6.560000000000000497e+00	1.900377835691232864e+00
6.580000000000000071e+00	1.949843707758227795e+00
6.600000000000000533e+00	1.394504279164048510e+00
6.620000000000000107e+00	1.086963990786490974e+00
6.640000000000000568e+00	1.646598750402131106e+00
6.660000000000000142e+00	1.632161178887593378e+00
6.679999999999999716e+00	2.036516792684464949e+00
6.700000000000000178e+00	2.036331352603961253e+00
6.719999999999999751e+00	1.395890807454043037e+00
6.740000000000000213e+00	1.073017955831575776e+00
6.759999999999999787e+00	8.133137628981281786e-01
6.780000000000000249e+00	2.153423678949977660e+00
6.799999999999999822e+00	1.468078790536782252e+00
6.820000000000000284e+00	1.568193210355849354e+00
6.839999999999999858e+00	2.697269155756007120e+00
6.860000000000000320e+00	1.604187866901678028e+00
6.879999999999999893e+00	1.670525120650023565e+00
6.900000000000000355e+00	1.238500376517059021e+00
6.919999999999999929e+00	9.925473507161930442e-01
6.940000000000000391e+00	2.379298480862394261e+00
6.959999999999999964e+00	1.285204707535013924e+00
6.980000000000000426e+00	1.124849870737386848e+00
7.000000000000000000e+00	1.408994086067367535e+00
7.020000000000000462e+00	9.986715910680693531e-01
7.040000000000000036e+00	1.830813707102290744e+00
7.060000000000000497e+00	1.152522125536489028e+00
7.080000000000000071e+00	2.299888204219405097e+00
7.100000000000000533e+00	8.239795402174497907e-01
7.120000000000000107e+00	9.647353675578491661e-01
7.140000000000000568e+00	9.038324220388526120e-01
7.160000000000000142e+00	1.265383023715904720e+00
7.179999999999999716e+00	2.037519792640467564e+00
7.200000000000000178e+00	2.043460306464000897e+00
7.219999999999999751e+00	1.350597490527031042e+00
7.240000000000000213e+00	1.539014758110266889e+00
7.259999999999999787e+00	2.061574656762222624e+00
7.280000000000000249e+00	1.217164524441131324e+00
7.299999999999999822e+00	1.517075130686854623e+00
7.320000000000000284e+00	1.660162229550186996e+00
7.339999999999999858e+00	1.029992618833825091e+00
7.360000000000000320e+00	1.664835909079988907e+00
7.379999999999999893e+00	1.812852633606794273e+00
7.400000000000000355e+00	2.322799091085584244e+00
7.419999999999999929e+00	1.941582470053415221e+00
7.440000000000000391e+00	1.135369809115376993e+00
7.459999999999999964e+00	1.230941539249798211e+00
7.480000000000000426e+00	7.865722968330260967e-01
7.500000000000000000e+00	2.004673678592122421e+00
7.520000000000000462e+00	1.355385439916949375e+00
7.540000000000000036e+00	1.550620301487232400e+00
7.560000000000000497e+00	1.701585414164279664e+00
7.580000000000000071e+00	1.417266171822238352e+00
7.600000000000000533e+00	1.894124517555516141e+00
7.620000000000000107e+00	1.518687832716584474e+00
7.640000000000000568e+00	1.483513981888071154e+00
7.660000000000000142e+00	1.496396910496862631e+00
7.679999999999999716e+00	2.076704768154362668e+00
7.700000000000000178e+00	1.430108035437792191e+00
7.719999999999999751e+00	1.663226330979540535e+00
7.740000000000000213e+00	1.666894639534296285e+00
7.759999999999999787e+00	1.173542784108841497e+00
7.780000000000000249e+00	1.010739167006081463e+00
7.799999999999999822e+00	1.585390971114056580e+00
7.820000000000000284e+00	1.536964651900225354e+00
7.839999999999999858e+00	2.055248999462635506e+00
7.860000000000000320e+00	1.180850768924567085e+00
7.879999999999999893e+00	1.376342099312868772e+00
7.900000000000000355e+00	1.828872318004998609e+00
7.919999999999999929e+00	2.631870722077203073e+00
7.940000000000000391e+00	1.143638818534812973e+00
7.959999999999999964e+00	2.410557177845563892e+00
7.980000000000000426e+00	2.494635685795771884e+00
8.000000000000000000e+00	2.054558205974550855e+00
8.019999999999999574e+00	1.512284277073427941e+00
8.040000000000000924e+00	2.462697091117883819e+00
8.060000000000000497e+00	1.774521372490786453e+00
8.080000000000000071e+00	1.646711249294282364e+00
8.099999999999999645e+00	1.798344630259864019e+00
8.120000000000000995e+00	1.913247639023686331e+00
8.140000000000000568e+00	2.684324499050943391e+00
8.160000000000000142e+00	2.825538919481248357e+00
8.179999999999999716e+00	2.821885865755298095e+00
8.199999999999999289e+00	2.562253352914973803e+00
8.220000000000000639e+00	1.957050671513790530e+00
8.240000000000000213e+00	2.099943205328499651e+00
8.259999999999999787e+00	2.122439988461962912e+00
8.279999999999999361e+00	2.572784133201127421e+00
8.300000000000000711e+00	2.524319601050208473e+00
8.320000000000000284e+00	2.770111489698797946e+00
8.339999999999999858e+00	2.074931694812297778e+00
8.359999999999999432e+00	2.569868323720748915e+00
8.380000000000000782e+00	2.557799652204881369e+00
8.400000000000000355e+00	2.097631641547288872e+00
8.419999999999999929e+00	2.364329017974373226e+00
8.439999999999999503e+00	2.967174439696950827e+00
8.460000000000000853e+00	3.157435721143555529e+00
8.480000000000000426e+00	3.021791694551842600e+00
8.500000000000000000e+00	2.324034465783209047e+00
8.519999999999999574e+00	2.269657101296141288e+00
8.540000000000000924e+00	2.314785220452650449e+00
8.560000000000000497e+00	2.467164858716011100e+00
8.580000000000000071e+00	3.894672102908936395e+00
8.599999999999999645e+00	2.211385410739734603e+00
8.620000000000000995e+00	2.811002818675374382e+00
8.640000000000000568e+00	2.898821445491900572e+00
8.660000000000000142e+00	3.328551510218255238e+00
8.679999999999999716e+00	2.929291495359657826e+00
8.700000000000001066e+00	2.642690948468775058e+00
8.720000000000000639e+00	3.333294277149192908e+00
8.740000000000000213e+00	2.949920261261051557e+00
8.759999999999999787e+00	2.862191212263669016e+00
8.779999999999999361e+00	2.346651855797816211e+00
8.800000000000000711e+00	2.643400817683280390e+00
8.820000000000000284e+00	3.081838392726009790e+00
8.839999999999999858e+00	2.980528953974429296e+00
8.859999999999999432e+00	4.123311318324644148e+00
8.880000000000000782e+00	3.650298856076333642e+00
8.900000000000000355e+00	3.435849247322650069e+00
8.919999999999999929e+00	3.693459569062865100e+00
8.939999999999999503e+00	2.945314356276780288e+00
8.960000000000000853e+00	3.402769421654864512e+00
8.980000000000000426e+00	3.781455438710981554e+00
9.000000000000000000e+00	2.683712575548749868e+00
9.019999999999999574e+00	3.651925947686853302e+00
9.040000000000000924e+00	3.099428552002793769e+00
9.060000000000000497e+00	2.840627198494271255e+00
9.080000000000000071e+00	2.059583195415521040e+00
9.099999999999999645e+00	2.973661522274640756e+00
9.120000000000000995e+00	3.558316348592409639e+00
9.140000000000000568e+00	3.358019253004307814e+00
9.160000000000000142e+00	3.081597239182335635e+00
9.179999999999999716e+00	3.089333759961571335e+00
9.200000000000001066e+00	3.009868878588859875e+00
9.220000000000000639e+00	3.723349731386397465e+00
9.240000000000000213e+00	4.295010301338104242e+00
9.259999999999999787e+00	3.820720433866416688e+00
9.279999999999999361e+00	3.935455885673315279e+00
9.300000000000000711e+00	3.346558833294071889e+00
9.320000000000000284e+00	3.596378717304670403e+00
9.339999999999999858e+00	3.883154074363966313e+00
9.359999999999999432e+00	3.849127004094238469e+00
9.380000000000000782e+00	3.364535712770140297e+00
9.400000000000000355e+00	3.978471129353279512e+00
9.419999999999999929e+00	3.818182252968630674e+00
9.439999999999999503e+00	3.744191783283138619e+00
9.460000000000000853e+00	3.688390404980633086e+00
9.480000000000000426e+00	3.763932206206325848e+00
9.500000000000000000e+00	3.607186185418238544e+00
9.519999999999999574e+00	3.876232545653099937e+00
9.540000000000000924e+00	3.504680197608564196e+00
9.560000000000000497e+00	3.581690017573075924e+00
9.580000000000000071e+00	2.586919309170179204e+00
9.599999999999999645e+00	3.733561645089418679e+00
9.620000000000000995e+00	3.975701062528736784e+00
9.640000000000000568e+00	2.877269122180219796e+00
9.660000000000000142e+00	3.124323484539987206e+00
9.679999999999999716e+00	3.758691151328880764e+00
9.700000000000001066e+00	3.299287990972446849e+00
9.720000000000000639e+00	3.633263747738193494e+00
9.740000000000000213e+00	3.658074795947524382e+00
9.759999999999999787e+00	3.846583766381527880e+00
9.779999999999999361e+00	2.590026541888783562e+00
9.800000000000000711e+00	3.601396118761142073e+00
9.820000000000000284e+00	3.408327043474827178e+00
9.839999999999999858e+00	3.440419599651773463e+00
9.859999999999999432e+00	3.890083400153447446e+00
9.880000000000000782e+00	3.550177187067166340e+00
9.900000000000000355e+00	3.618114638726845467e+00
9.919999999999999929e+00	3.974678464843148351e+00
9.939999999999999503e+00	2.889413474253115677e+00
9.960000000000000853e+00	3.252319157864827393e+00
9.980000000000000426e+00	2.890678708676662545e+00
